"#","[VAR_NAME]","[VAR_VALUE]"
">","STITCH_COUNT:","3039"
">","THREAD_COUNT:","0"
">","NEEDLE_COUNT:","0"
">","EXTENTS_LEFT:","-374.8146481424097"
">","EXTENTS_TOP:","-208.5408743297658"
">","EXTENTS_RIGHT:","374.8146481424097"
">","EXTENTS_BOTTOM:","208.54087432976578"
">","EXTENTS_WIDTH:","749.6292962848194"
">","EXTENTS_HEIGHT:","417.0817486595316"
">","COMMAND_JUMP","4"
">","COMMAND_STITCH","3034"
">","COMMAND_END","1"

"#","[METADATA_NAME]","[METADATA]"
"@","name","BN"

"#","[THREAD_NUMBER]","[HEX_COLOR]","[DESCRIPTION]","[BRAND]","[CATALOG_NUMBER]","[DETAILS]","[WEIGHT]"
"$","0","#000000","Black","Anchor","403","None","None"

"#","[STITCH_INDEX]","[STITCH_TYPE]","[X]","[Y]"
"*","2751","STITCH","59.86848160327156","13.938781641587127"
"*","2752","STITCH","48.430851292935586","23.181816485621"
"*","2753","STITCH","47.034162977420294","0.8297347689503738"
"*","2754","STITCH","58.9744585926544","-14.375186533008474"
"*","2755","STITCH","78.46209369550428","-17.554778630673326"
"*","2756","STITCH","77.73635080592453","14.454655234379658"
"*","2757","STITCH","60.99276461148736","16.17894570519593"
"*","2758","STITCH","48.02563455098783","27.814622118287502"
"*","2759","STITCH","43.57105453939221","4.850123808743717"
"*","2760","STITCH","53.71073585112009","-13.92520724406188"
"*","2761","STITCH","75.92743156351003","-19.86661903885019"
"*","2762","STITCH","80.95576956003174","-20.254640160257424"
"*","2763","STITCH","80.29032302603895","18.44774827240991"
"*","2764","STITCH","63.348208322783535","17.908237459726138"
"*","2765","STITCH","48.00569180434093","32.71762008464097"
"*","2766","STITCH","40.71489663600789","8.95630746801811"
"*","2767","STITCH","48.723830550518244","-12.59090567388705"
"*","2768","STITCH","65.85546661687022","-21.23880368430099"
"*","2769","STITCH","83.4494454245592","-22.954501689841493"
"*","2770","STITCH","82.60847207504605","22.380853987825475"
"*","2771","STITCH","65.74928896394823","19.618592089571592"
"*","2772","STITCH","50.22488112154707","33.873096380312234"
"*","2773","STITCH","48.549620054968216","37.429556365759794"
"*","2774","STITCH","38.36455355779697","13.649368255105287"
"*","2775","STITCH","43.85666144108757","-10.200038977194708"
"*","2776","STITCH","60.47254122280947","-22.97583191701574"
"*","2777","STITCH","85.94312128908672","-25.654363219425562"
"*","2778","STITCH","86.00483231489557","0.6623309462557074"
"*","2779","STITCH","85.16963766488794","26.870453229001384"
"*","2780","STITCH","67.9092862412146","21.42898468723635"
"*","2781","STITCH","52.50196427430478","34.90566818446817"
"*","2782","STITCH","49.8843813746596","41.78147706543737"
"*","2783","STITCH","36.767761660037365","19.646981141049423"
"*","2784","STITCH","38.775906093078675","-5.7870537749585935"
"*","2785","STITCH","53.75211660110398","-22.965134090044558"
"*","2786","STITCH","88.43679715361418","-28.35422474900963"
"*","2787","STITCH","88.50662666947625","1.4246030794209332"
"*","2788","STITCH","86.52522625042542","29.727572802833777"
"*","2789","STITCH","68.34584042197855","23.954523042943094"
"*","2790","STITCH","54.26558200271427","37.02829053181165"
"*","2791","STITCH","51.64783636674764","45.41332603262518"
"*","2792","STITCH","37.79235418831274","30.091618396052212"
"*","2793","STITCH","33.61821175745672","3.865229361566435"
"*","2794","STITCH","44.31192550943257","-18.84312111484826"
"*","2795","STITCH","63.807318290056514","-28.533003575130067"
"*","2796","STITCH","86.9744048579737","-30.74880886786005"
"*","2797","STITCH","86.9744048579737","-70.68205730158328"
"*","2798","STITCH","86.9744048579737","-110.61530441238986"
"*","2799","STITCH","86.9744048579737","-150.54854623152977"
"*","2800","STITCH","48.36698693202209","-142.64118703145147"
"*","2801","STITCH","22.342689297290008","-120.78981891015873"
"*","2802","STITCH","19.11847432528316","-115.54761391275748"
"*","2803","STITCH","15.937505144030354","-130.81444521943826"
"*","2804","STITCH","25.409362795472987","-160.6281620828212"
"*","2805","STITCH","50.26672822727528","-190.44016241380962"
"*","2806","STITCH","77.19789694441965","-201.5235040841384"
"*","2807","STITCH","114.7980124981371","-198.7153598265522"
"*","2808","STITCH","143.47592450611484","-180.53275815357688"
"*","2809","STITCH","172.13309852035758","-144.80010094266703"
"*","2810","STITCH","196.04923469450188","-105.75532534533005"
"*","2811","STITCH","216.40242884421508","-64.74899147775506"
"*","2812","STITCH","231.6125431197956","-51.184373457974715"
"*","2813","STITCH","266.7106497357457","-47.03510562527765"
"*","2814","STITCH","301.4401301706386","-51.78039833004735"
"*","2815","STITCH","301.4401301706386","-94.40572429593327"
"*","2816","STITCH","301.4401301706386","-137.03104497015252"
"*","2817","STITCH","271.1178175702051","-137.74506561874145"
"*","2818","STITCH","245.62041319536485","-149.4216083869349"
"*","2819","STITCH","244.2028901175143","-150.53667680971878"
"*","2820","STITCH","233.04397579668415","-140.62022610688086"
"*","2821","STITCH","228.4486961762529","-144.94502369974168"
"*","2822","STITCH","257.8233648574788","-173.30350263239555"
"*","2823","STITCH","287.19802973166037","-201.66197788970612"
"*","2824","STITCH","326.5761911483825","-183.34075072494647"
"*","2825","STITCH","356.73856371449136","-184.31512951475815"
"*","2826","STITCH","368.6706371029168","-188.6193517103261"
"*","2827","STITCH","347.5024613593401","-160.02001297078286"
"*","2828","STITCH","315.1782713069411","-140.0439779633091"
"*","2829","STITCH","310.34993237678185","-138.2737754523672"
"*","2830","STITCH","310.34993237678185","-89.56932070193315"
"*","2831","STITCH","310.34993237678185","-40.86486639247133"
"*","2832","STITCH","310.34993237678185","7.839587387823855"
"*","2833","STITCH","310.34993237678185","56.54404050666071"
"*","2834","STITCH","310.34993237678185","105.2484927435531"
"*","2835","STITCH","310.34993237678185","153.95294365752883"
"*","2836","STITCH","310.34993237678185","202.65738927983787"
"*","2837","STITCH","288.2016423943241","188.27358928157295"
"*","2838","STITCH","260.19130375894844","151.50292621319957"
"*","2839","STITCH","238.23093119469019","110.85325133119207"
"*","2840","STITCH","217.77186066023086","69.43245077380485"
"*","2841","STITCH","206.8053675002048","52.35767865056985"
"*","2842","STITCH","169.22160263980942","41.278369080735786"
"*","2843","STITCH","130.09231065940162","40.87695280317595"
"*","2844","STITCH","93.32903246786884","53.030998275826875"
"*","2845","STITCH","93.62636772161568","87.48915745737932"
"*","2846","STITCH","93.9237029297031","121.94731134746215"
"*","2847","STITCH","141.4528651779878","127.37815264448508"
"*","2848","STITCH","179.28079976453847","146.49113573639764"
"*","2849","STITCH","183.36430388326625","149.4013224974656"
"*","2850","STITCH","189.74596209756606","141.18611826117368"
"*","2851","STITCH","193.5437686161435","145.1547740350596"
"*","2852","STITCH","172.5879366136199","173.22715429552514"
"*","2853","STITCH","151.6321077765703","201.2995303155296"
"*","2854","STITCH","118.34046408587437","183.78921816565972"
"*","2855","STITCH","81.77712420652563","175.0614350302561"
"*","2856","STITCH","44.383920055056706","178.28215944451338"
"*","2857","STITCH","9.505493686219666","191.4171692699853"
"*","2858","STITCH","18.207959075370866","180.94452075025433"
"*","2859","STITCH","16.202345197772672","176.1233423382644"
"*","2860","STITCH","41.159666807388874","145.8618368978321"
"*","2861","STITCH","80.41047122625184","125.35546394497194"
"*","2862","STITCH","84.47470485800869","124.14046006125253"
"*","2863","STITCH","84.47470485800869","78.22163751811658"
"*","2864","STITCH","84.47470485800869","32.30282026664733"
"*","2865","STITCH","68.25897422836908","26.697255607826463"
"*","2866","STITCH","55.58978960017862","40.08374930631447"
"*","2867","STITCH","54.0942468243627","48.72640284539264"
"*","2868","STITCH","39.25413104220269","37.562675520590886"
"*","2869","STITCH","30.68210942034466","11.261968780858666"
"*","2870","STITCH","37.622657436817406","-14.39478942434468"
"*","2871","STITCH","56.10970066403087","-29.445956108291767"
"*","2872","STITCH","84.4744048579737","-33.063324044386974"
"*","2873","STITCH","84.4744048579737","-71.30552523781748"
"*","2874","STITCH","84.4744048579737","-109.54772510833129"
"*","2875","STITCH","84.4744048579737","-147.78991968717847"
"*","2876","STITCH","48.30589203975222","-139.76752033353878"
"*","2877","STITCH","23.401846900501653","-117.91866056794633"
"*","2878","STITCH","19.17254318233165","-108.89981784716045"
"*","2879","STITCH","13.224600831481041","-128.95603304861638"
"*","2880","STITCH","22.212917026877506","-160.02897246597257"
"*","2881","STITCH","46.98618911302202","-191.0053098671871"
"*","2882","STITCH","74.25035802586399","-203.6668142874055"
"*","2883","STITCH","113.84530241195819","-201.6053799556704"
"*","2884","STITCH","143.92814164286773","-183.61920923669254"
"*","2885","STITCH","172.62206518866714","-148.59936405700412"
"*","2886","STITCH","196.5322780403297","-110.17360925150375"
"*","2887","STITCH","216.66483299566977","-69.64658697550732"
"*","2888","STITCH","230.76615665819196","-54.29264562772434"
"*","2889","STITCH","264.996322338301","-49.49063483953091"
"*","2890","STITCH","298.9401301706386","-53.80957742228409"
"*","2891","STITCH","298.9401301706386","-94.09586894173331"
"*","2892","STITCH","298.9401301706386","-134.38215516951584"
"*","2893","STITCH","270.10645478233","-135.40835057705505"
"*","2894","STITCH","244.32405711104064","-147.2605718039523"
"*","2895","STITCH","232.96119927589558","-137.33659587319585"
"*","2896","STITCH","224.89317217612705","-144.98741758426917"
"*","2897","STITCH","255.86311881441014","-174.88598729472454"
"*","2898","STITCH","286.8330616456487","-204.78455332983663"
"*","2899","STITCH","328.09734001859107","-185.63747397609347"
"*","2900","STITCH","357.2042556768791","-187.0831473368255"
"*","2901","STITCH","372.2411379813886","-192.8941201598336"
"*","2902","STITCH","357.77325822726533","-166.97078682023883"
"*","2903","STITCH","337.399819801044","-148.51816584099345"
"*","2904","STITCH","312.84993237678185","-136.52762058843484"
"*","2905","STITCH","312.84993237678185","-87.64678260929279"
"*","2906","STITCH","312.84993237678185","-38.76594507112293"
"*","2907","STITCH","312.84993237678185","10.114891937880287"
"*","2908","STITCH","312.84993237678185","58.995728285425145"
"*","2909","STITCH","312.84993237678185","107.87656375102554"
"*","2910","STITCH","312.84993237678185","156.75739789370934"
"*","2911","STITCH","312.84993237678185","205.63822674472638"
"*","2912","STITCH","292.2615251655231","195.33331832716325"
"*","2913","STITCH","262.2650097752252","159.4861560745072"
"*","2914","STITCH","239.3836090123903","118.76683272828208"
"*","2915","STITCH","218.66413941128116","76.91284368171424"
"*","2916","STITCH","205.1113015436478","54.37131965467157"
"*","2917","STITCH","168.95249216883866","43.76420611234326"
"*","2918","STITCH","131.32253878106206","43.18292997792548"
"*","2919","STITCH","95.84231977539957","54.560077404168425"
"*","2920","STITCH","96.12248743197125","87.02868509873545"
"*","2921","STITCH","96.40265504288351","119.49728750183274"
"*","2922","STITCH","142.24052718806735","125.00291624610682"
"*","2923","STITCH","180.4111306664483","144.226775987225"
"*","2924","STITCH","182.85156037104326","145.9659945630207"
"*","2925","STITCH","189.49441582728952","137.69271126447651"
"*","2926","STITCH","196.71768863300366","145.08220427268546"
"*","2927","STITCH","174.53620589711403","174.79646319725876"
"*","2928","STITCH","152.3547263266983","204.51071788137094"
"*","2929","STITCH","117.90304919752901","186.2900020709781"
"*","2930","STITCH","79.99258471891358","177.3645130223609"
"*","2931","STITCH","41.452208331622046","181.8125173682021"
"*","2932","STITCH","5.388866475281986","195.79898337580843"
"*","2933","STITCH","9.555801628097413","184.41960722488292"
"*","2934","STITCH","15.500276076901912","180.94454593022587"
"*","2935","STITCH","12.699890638406885","177.3264304476855"
"*","2936","STITCH","36.89895817243308","146.25695937108432"
"*","2937","STITCH","58.24236140704272","131.8922983907835"
"*","2938","STITCH","81.97470485800864","122.27851205492502"
"*","2939","STITCH","81.97470485800864","77.99254697234286"
"*","2940","STITCH","81.97470485800864","33.70658718142741"
"*","2941","STITCH","67.98438608339052","29.51788372811606"
"*","2942","STITCH","57.052245932795415","44.109262724402925"
"*","2943","STITCH","56.769247121131855","51.77386071313546"
"*","2944","STITCH","39.695188789219856","42.52709615291582"
"*","2945","STITCH","28.516524900876504","15.800357436000382"
"*","2946","STITCH","33.031954067346135","-11.288558316513644"
"*","2947","STITCH","50.44986436523493","-29.699639357842415"
"*","2948","STITCH","81.97440485797364","-35.37783922091393"
"*","2949","STITCH","81.97440485797364","-71.92899317405164"
"*","2950","STITCH","81.97440485797364","-108.48014580427272"
"*","2951","STITCH","81.97440485797364","-145.03129314282714"
"*","2952","STITCH","48.41543581641582","-136.98592484495333"
"*","2953","STITCH","24.21865652203411","-114.6939780956163"
"*","2954","STITCH","20.482624459606825","-103.38674916382443"
"*","2955","STITCH","10.65614530021378","-127.15567511141458"
"*","2956","STITCH","19.100339628003212","-159.39814118291795"
"*","2957","STITCH","43.82685072861625","-191.59820708194516"
"*","2958","STITCH","71.47176559028651","-205.81458189101375"
"*","2959","STITCH","113.29512963792587","-204.3760560514575"
"*","2960","STITCH","144.8606057216179","-186.22427009668323"
"*","2961","STITCH","173.33198025920404","-151.8848214535937"
"*","2962","STITCH","197.09662807853243","-114.15457494288766"
"*","2963","STITCH","217.19338577298942","-74.35705009142882"
"*","2964","STITCH","230.47059589996735","-57.22333646364871"
"*","2965","STITCH","263.55236053933294","-51.953315416819464"
"*","2966","STITCH","296.4401301706386","-55.83875651452084"
"*","2967","STITCH","296.4401301706386","-93.78601358753333"
"*","2968","STITCH","296.4401301706386","-131.73326536887916"
"*","2969","STITCH","269.099675488276","-133.07062163815792"
"*","2970","STITCH","244.44522410456688","-143.98446679818582"
"*","2971","STITCH","232.8784227551069","-134.05296563951083"
"*","2972","STITCH","221.34332140934526","-145.0240669194725"
"*","2973","STITCH","253.88975518019828","-176.48235325335108"
"*","2974","STITCH","286.46902900734364","-207.90657425576416"
"*","2975","STITCH","327.8297448108322","-188.18522950197377"
"*","2976","STITCH","356.5467006776111","-189.50030589599166"
"*","2977","STITCH","374.8146481424097","-194.15852488748047"
"*","2978","STITCH","363.2783912873983","-169.59445011130373"
"*","2979","STITCH","341.70476217775257","-148.68510046502234"
"*","2980","STITCH","315.34993237678196","-134.78146572450248"
"*","2981","STITCH","315.34993237678196","-85.73541449948799"
"*","2982","STITCH","315.34993237678196","-36.689363715445666"
"*","2983","STITCH","315.34993237678196","12.356686539429973"
"*","2984","STITCH","315.34993237678196","61.40273613284725"
"*","2985","STITCH","315.34993237678196","110.4487848443201"
"*","2986","STITCH","315.34993237678196","159.4948322328763"
"*","2987","STITCH","315.34993237678196","208.54087432976578"
"*","2988","STITCH","293.6761415951275","199.80238017586478"
"*","2989","STITCH","262.85895362787477","164.79105789271532"
"*","2990","STITCH","239.50892444743198","124.45926009237289"
"*","2991","STITCH","218.75247983404455","82.74361175845846"
"*","2992","STITCH","203.34374117179544","56.355436370259696"
"*","2993","STITCH","168.6307790891736","46.243442139246326"
"*","2994","STITCH","132.52688067519438","45.525963066852995"
"*","2995","STITCH","98.3556070607803","56.08915654373416"
"*","2996","STITCH","98.61860668288216","86.56821274908074"
"*","2997","STITCH","98.88160712214693","117.04726365551247"
"*","2998","STITCH","143.0265820977483","122.62722445713368"
"*","2999","STITCH","181.5446319058005","141.96467563923952"
"*","3000","STITCH","189.45141768862362","134.66656571109743"
"*","3001","STITCH","198.63509561102416","146.69285624182228"
"*","3002","STITCH","175.93655295463856","177.09976734569628"
"*","3003","STITCH","153.238013463727","207.5066742091091"
"*","3004","STITCH","145.1610125214102","203.22167370919246"
"*","3005","STITCH","111.24512052451234","186.5334925124022"
"*","3006","STITCH","74.12476155589172","179.58979804807782"
"*","3007","STITCH","36.95109703799676","185.83116545151032"
"*","3008","STITCH","2.0375918236829875","199.3262732547291"
